"","Sector","URN","Places","Local.authority","Organisation","Registration.date","Overall.experiences.and.progress.of.children.and.young.people","Latest.full.inspection.date","Homes","Join","Leave","keep","Organisation_fame_search","X.x","Company.name","foreign_any","left","invest_any","X.y","No.of.companies.in.corporate.group","X.x.x","Profit.margin.Last.avail..yr","Berry.ratio.Last.avail..yr","EBITDA.margin.Last.avail..yr","Salaries..Turnover.Last.avail..yr","X.y.y","LA.Number.x","LA_Code.x","year.x","category.x","subcategory.x","variable.x","number","percent.x","year.y","children_in_care","X.x.x.x","LA.Number.y","LA_Code.y","year.x.x","category.y","subcategory.y","variable.y","outsideno","outside","X.y.y.y","LA.Number","LA_Code","year.y.y","category","subcategory","variable","others_inside","percent.y","IMD.2019...Extent","Average_house_price","net_gain","high_net_gain","high_need_areas","low_cost_areas","joined","age","month","year","age_months","age_years","rating_numeric"
"2461","Local Authority","SC065059",2,"STOKE ON TRENT","Stoke On Trent City Council","22/02/2006","Good",2022-11-29,1,NA,NA,NA,"Stoke On Trent City Council",NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,105960,"861","E06000021",2023,"net gain","net gain","Net gain of children by responsible LA","-412",NA,2023,"1107",139671,"861","E06000021",2023,"child characteristic at 31st March","Locality of placement","Placed outside the local authority boundary","597","54",105958,"861","E06000021",2023,"net gain","net gain","1. Children who are the responsibility of other LAs placed within this LA boundary","185",NA,0.5073,139532,-412,0,1,1,0,2006-02-22,"02/06","2006",183.260780287474,15.2717316906229,3
"2462","Private","SC450728",2,"CALDERDALE","Time-Out Childrens Homes Limited","13/08/2012","Good",2022-08-16,1,NA,NA,NA,"Time-Out Childrens Homes Limited",145,"TIMEOUT CHILDRENS HOMES LIMITED",0,0,0,346,4,344,"","","","",105819,"381","E08000033",2023,"net gain","net gain","Net gain of children by responsible LA","53",NA,2023,"356",138429,"381","E08000033",2023,"child characteristic at 31st March","Locality of placement","Placed outside the local authority boundary","134","38",105817,"381","E08000033",2023,"net gain","net gain","1. Children who are the responsibility of other LAs placed within this LA boundary","187",NA,0.2929,191965,53,0,0,0,0,2012-08-13,"08/12","2012",105.593429158111,8.79945242984257,3
"2463","Private","SC361090",5,"KENT","Tulip Care One Limited t/as TulipCare","02/11/2007","Good",2022-08-09,1,NA,NA,NA,"Tulip Care One Limited",397,"TULIP CARE ONE LIMITED",0,0,0,384,6,382,"","","","",106023,"886","E10000016",2023,"net gain","net gain","Net gain of children by responsible LA","793",NA,2023,"1942",142293,"886","E10000016",2023,"child characteristic at 31st March","Locality of placement","Placed outside the local authority boundary","368","19",106021,"886","E10000016",2023,"net gain","net gain","1. Children who are the responsibility of other LAs placed within this LA boundary","1161",NA,0.1401,344708,793,0,0,0,0,2007-11-02,"11/07","2007",162.956878850103,13.5797399041752,3
"2464","Private","SC361385",5,"NORFOLK","Clover Childcare Services Ltd","05/10/2007","Outstanding",2022-11-15,1,NA,NA,NA,"Clover Childcare Services Ltd",90,"CLOVER CHILDCARE SERVICES LIMITED",0,0,0,391,0,389,"","","","",106074,"926","E10000020",2023,"net gain","net gain","Net gain of children by responsible LA","38",NA,2023,"1213",141120,"926","E10000020",2023,"child characteristic at 31st March","Locality of placement","Placed outside the local authority boundary","256","21",106072,"926","E10000020",2023,"net gain","net gain","1. Children who are the responsibility of other LAs placed within this LA boundary","294",NA,0.1504,277201,38,0,0,0,0,2007-10-05,"10/07","2007",163.876796714579,13.6563997262149,4
"2465","Private","SC370899",3,"LINCOLNSHIRE","Keys Care Limited","15/02/2008","Requires improvement to be good",2022-11-22,1,NA,NA,NA,"Keys Care Limited",81,"KEYS CARE LIMITED",0,0,0,96,50,96,"4.76","1","10.54","64.33",106071,"925","E10000019",2023,"net gain","net gain","Net gain of children by responsible LA","425",NA,2023,"728",139326,"925","E10000019",2023,"child characteristic at 31st March","Locality of placement","Placed outside the local authority boundary","159","22",106069,"925","E10000019",2023,"net gain","net gain","1. Children who are the responsibility of other LAs placed within this LA boundary","584",NA,0.1463,227445,425,1,0,0,0,2008-02-15,"02/08","2008",159.507186858316,13.2922655715264,2
"2466","Private","SC376211",6,"STAFFORDSHIRE","CareTech Community Services Limited","12/05/2008","Good",2022-08-22,1,NA,NA,NA,"CareTech Community Services Limited",270,"CARETECH COMMUNITY SERVICES LIMITED",1,0,1,23,188,23,"15.17","0","-27.59","87.37",105957,"860","E10000028",2023,"net gain","net gain","Net gain of children by responsible LA","489",NA,2023,"1384",140292,"860","E10000028",2023,"child characteristic at 31st March","Locality of placement","Placed outside the local authority boundary","508","37",105955,"860","E10000028",2023,"net gain","net gain","1. Children who are the responsibility of other LAs placed within this LA boundary","997",NA,0.0907,243112,489,0,0,0,0,2008-05-12,"05/08","2008",156.64887063655,13.0540725530459,3
"2467","Voluntary","SC458415",6,"DURHAM","North East Autism Society","30/01/2013","Good",2022-10-31,1,NA,NA,NA,"North East Autism Society",152,"NORTH EAST AUTISM SOCIETY",0,0,0,41,2,41,"2.01","","5.07","71.75",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.3043,129680,NA,NA,NA,1,0,2013-01-30,"01/13","2013",100.008213552361,8.33401779603012,3
"2468","Private","SC386505",3,"HALTON","Keys Education Ltd","11/06/2009","Good",2022-09-28,1,NA,NA,NA,"Keys Education Ltd",611,"KEYS EDUCATION LIMITED",0,0,0,107,50,107,"4.76","2","7.89","68.01",105993,"876","E06000006",2023,"net gain","net gain","Net gain of children by responsible LA","-42",NA,2023,"386",136152,"876","E06000006",2023,"child characteristic at 31st March","Locality of placement","Placed outside the local authority boundary","168","44",105991,"876","E06000006",2023,"net gain","net gain","1. Children who are the responsibility of other LAs placed within this LA boundary","126",NA,0.4678,191856,-42,0,0,0,0,2009-06-11,"06/09","2009",143.671457905544,11.9726214921287,3
"2469","Voluntary","SC025713",3,"STOCKPORT","The Together Trust","15/02/1999","Good",2023-01-10,1,NA,NA,NA,"The Together Trust",112,"THE TOGETHER TRUST",0,0,0,32,2,32,"-2.62","","-0.43","70.71",105792,"356","E08000007",2023,"net gain","net gain","Net gain of children by responsible LA","129",NA,2023,"481",136980,"356","E08000007",2023,"child characteristic at 31st March","Locality of placement","Placed outside the local authority boundary","156","32",105790,"356","E08000007",2023,"net gain","net gain","1. Children who are the responsibility of other LAs placed within this LA boundary","285",NA,0.1745,291671,129,0,0,0,0,1999-02-15,"02/99","1999",267.498973305955,22.2915811088296,3
"2470","Private","SC028868",4,"GLOUCESTERSHIRE","Step-a-Side Company Limited","09/05/2002","Requires improvement to be good",2022-12-06,1,NA,NA,NA,"Step-a-Side Company Limited",284,"STEP-A-SIDE COMPANY LIMITED",0,0,0,264,3,262,"","","","",106062,"916","E10000013",2023,"net gain","net gain","Net gain of children by responsible LA","-56",NA,2023,"864",143673,"916","E10000013",2023,"child characteristic at 31st March","Locality of placement","Placed outside the local authority boundary","275","32",106060,"916","E10000013",2023,"net gain","net gain","1. Children who are the responsibility of other LAs placed within this LA boundary","219",NA,0.0772,328800,-56,0,0,0,0,2002-05-09,"05/02","2002",228.76386036961,19.0636550308008,2
"2471","Private","SC030650",5,"GLOUCESTERSHIRE","Step-a-Side Company Limited","20/12/2002","Good",2023-01-04,1,NA,NA,NA,"Step-a-Side Company Limited",284,"STEP-A-SIDE COMPANY LIMITED",0,0,0,264,3,262,"","","","",106062,"916","E10000013",2023,"net gain","net gain","Net gain of children by responsible LA","-56",NA,2023,"864",143673,"916","E10000013",2023,"child characteristic at 31st March","Locality of placement","Placed outside the local authority boundary","275","32",106060,"916","E10000013",2023,"net gain","net gain","1. Children who are the responsibility of other LAs placed within this LA boundary","219",NA,0.0772,328800,-56,0,0,0,0,2002-12-20,"12/02","2002",221.371663244353,18.4476386036961,3
"2472","Local Authority","SC032439",7,"WILTSHIRE","Wiltshire Council","19/02/2004","Requires improvement to be good",2022-06-13,1,NA,NA,NA,"Wiltshire Council",NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,105963,"865","E06000054",2023,"net gain","net gain","Net gain of children by responsible LA","29",NA,2023,"454",143328,"865","E06000054",2023,"child characteristic at 31st March","Locality of placement","Placed outside the local authority boundary","182","40",105961,"865","E06000054",2023,"net gain","net gain","1. Children who are the responsibility of other LAs placed within this LA boundary","211",NA,0.0288,327025,29,0,0,0,0,2004-02-19,"02/04","2004",207.375770020534,17.2813141683778,2
"2473","Local Authority","SC032475",5,"TRAFFORD","Trafford Borough Council","09/12/2003","Good",2022-12-06,1,NA,NA,NA,"Trafford Borough Council",NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,105798,"358","E08000009",2023,"net gain","net gain","Net gain of children by responsible LA","0",NA,2023,"350",137118,"358","E08000009",2023,"child characteristic at 31st March","Locality of placement","Placed outside the local authority boundary","162","46",105796,"358","E08000009",2023,"net gain","net gain","1. Children who are the responsibility of other LAs placed within this LA boundary","162",NA,0.1127,364778,0,0,0,0,0,2003-12-09,"12/03","2003",209.741273100616,17.4784394250513,3
"2474","Voluntary","SC025712",2,"STOCKPORT","The Together Trust","01/12/1997","Requires improvement to be good",2022-12-13,1,NA,NA,NA,"The Together Trust",112,"THE TOGETHER TRUST",0,0,0,32,2,32,"-2.62","","-0.43","70.71",105792,"356","E08000007",2023,"net gain","net gain","Net gain of children by responsible LA","129",NA,2023,"481",136980,"356","E08000007",2023,"child characteristic at 31st March","Locality of placement","Placed outside the local authority boundary","156","32",105790,"356","E08000007",2023,"net gain","net gain","1. Children who are the responsibility of other LAs placed within this LA boundary","285",NA,0.1745,291671,129,0,0,0,0,1997-12-01,"12/97","1997",281.987679671458,23.4989733059548,2
"2475","Private","SC386003",5,"CUMBRIA","Appletree Treatment Centre Limited","05/12/2008","Good",2022-09-27,1,NA,NA,NA,"Appletree Treatment Centre Limited",267,"APPLETREE TREATMENT CENTRE LIMITED",0,0,0,275,3,273,"","","","",106059,"909","E10000006",2023,"net gain","net gain","Net gain of children by responsible LA","-51",NA,2023,"740",137601,"909","E10000006",2023,"child characteristic at 31st March","Locality of placement","Placed outside the local authority boundary","249","34",106057,"909","E10000006",2023,"net gain","net gain","1. Children who are the responsibility of other LAs placed within this LA boundary","198",NA,0.1636,NA,-51,0,0,NA,0,2008-12-05,"12/08","2008",149.848049281314,12.4873374401095,3
"2476","Private","SC390293",3,"DONCASTER","First 4 Care Ltd","27/03/2009","Good",2023-01-03,1,NA,NA,NA,"First 4 Care Ltd",218,"FIRST 4 CARE LIMITED",0,0,0,377,0,375,"n.a.","n.a.","n.a.","n.a.",105807,"371","E08000017",2023,"net gain","net gain","Net gain of children by responsible LA","41",NA,2023,"542",138153,"371","E08000017",2023,"child characteristic at 31st March","Locality of placement","Placed outside the local authority boundary","203","37",105805,"371","E08000017",2023,"net gain","net gain","1. Children who are the responsibility of other LAs placed within this LA boundary","244",NA,0.3984,166946,41,0,0,0,0,2009-03-27,"03/09","2009",146.168377823409,12.1806981519507,3
"2477","Private","SC391379",4,"MILTON KEYNES","Benjamin UK Ltd","27/05/2009","Good",2022-12-06,1,NA,NA,NA,"Benjamin UK Ltd",957,"BENJAMIN UK LTD",0,0,0,341,3,339,"","","","",105903,"826","E06000042",2023,"net gain","net gain","Net gain of children by responsible LA","27",NA,2023,"354",141741,"826","E06000042",2023,"child characteristic at 31st March","Locality of placement","Placed outside the local authority boundary","156","44",105901,"826","E06000042",2023,"net gain","net gain","1. Children who are the responsibility of other LAs placed within this LA boundary","183",NA,0.1183,311477,27,0,0,0,0,2009-05-27,"05/09","2009",144.164271047228,12.0136892539357,3
"2478","Private","SC391860",12,"STAFFORDSHIRE","Aspris Children's Services Limited","07/07/2009","Good",2022-11-02,1,NA,NA,NA,"Aspris childrens Services Limited",939,"ASPRIS CHILDREN'S SERVICES LIMITED",1,0,0,9,37,9,"-4.04","6","26.50","56.41",105957,"860","E10000028",2023,"net gain","net gain","Net gain of children by responsible LA","489",NA,2023,"1384",140292,"860","E10000028",2023,"child characteristic at 31st March","Locality of placement","Placed outside the local authority boundary","508","37",105955,"860","E10000028",2023,"net gain","net gain","1. Children who are the responsibility of other LAs placed within this LA boundary","997",NA,0.0907,243112,489,0,0,0,0,2009-07-07,"07/09","2009",142.817248459959,11.9014373716632,3
"2479","Private","SC394875",2,"STAFFORDSHIRE","Future In Mind Limited","30/06/2009","Requires improvement to be good",2022-06-21,1,NA,NA,NA,"Future In Mind Limited",125,"FUTURE IN MIND LIMITED",0,0,0,286,0,284,"","","","",105957,"860","E10000028",2023,"net gain","net gain","Net gain of children by responsible LA","489",NA,2023,"1384",140292,"860","E10000028",2023,"child characteristic at 31st March","Locality of placement","Placed outside the local authority boundary","508","37",105955,"860","E10000028",2023,"net gain","net gain","1. Children who are the responsibility of other LAs placed within this LA boundary","997",NA,0.0907,243112,489,0,0,0,0,2009-06-30,"06/09","2009",143.047227926078,11.9206023271732,2
"2480","Local Authority","SC037986",5,"BRACKNELL FOREST","Bracknell Forest Borough Council","09/12/2003","Good",2023-01-31,1,NA,NA,NA,"Bracknell Forest Borough Council",NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,105969,"867","E06000036",2023,"net gain","net gain","Net gain of children by responsible LA","-9",NA,2023,"157",141327,"867","E06000036",2023,"child characteristic at 31st March","Locality of placement","Placed outside the local authority boundary","77","49",105967,"867","E06000036",2023,"net gain","net gain","1. Children who are the responsibility of other LAs placed within this LA boundary","68",NA,0.0025,382355,-9,0,0,0,0,2003-12-09,"12/03","2003",209.741273100616,17.4784394250513,3
"2481","Private","SC398386",4,"TELFORD AND WREKIN","Hillcrest Childrens Services (2) Limited","21/07/2009","Good",2022-11-14,1,NA,NA,NA,"Hillcrest Childrens Services (2) Limited",1154,"HILLCREST CHILDRENS SERVICES (2) LIMITED",0,0,0,92,42,92,"0.59","1","6.12","51.86",106047,"894","E06000020",2023,"net gain","net gain","Net gain of children by responsible LA","-20",NA,2023,"453",139602,"894","E06000020",2023,"child characteristic at 31st March","Locality of placement","Placed outside the local authority boundary","227","50",106045,"894","E06000020",2023,"net gain","net gain","1. Children who are the responsibility of other LAs placed within this LA boundary","207",NA,0.2605,223146,-20,0,0,0,0,2009-07-21,"07/09","2009",142.357289527721,11.8631074606434,3
"2482","Local Authority","SC400301",5,"HERTFORDSHIRE","Hertfordshire County Council","21/09/2009","Good",2022-10-05,1,NA,NA,NA,"Hertfordshire County Council",NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,106065,"919","E10000015",2023,"net gain","net gain","Net gain of children by responsible LA","-79",NA,2023,"965",141051,"919","E10000015",2023,"child characteristic at 31st March","Locality of placement","Placed outside the local authority boundary","384","40",106063,"919","E10000015",2023,"net gain","net gain","1. Children who are the responsibility of other LAs placed within this LA boundary","305",NA,0.0238,439947,-79,0,0,0,0,2009-09-21,"09/09","2009",140.320328542094,11.6933607118412,3
"2483","Private","SC401927",4,"KENT","Benecare Limited","16/02/2010","Requires improvement to be good",2023-02-27,1,NA,NA,NA,"Benecare Limited",45,"BENECARE LIMITED",0,0,0,399,0,397,"","","","",106023,"886","E10000016",2023,"net gain","net gain","Net gain of children by responsible LA","793",NA,2023,"1942",142293,"886","E10000016",2023,"child characteristic at 31st March","Locality of placement","Placed outside the local authority boundary","368","19",106021,"886","E10000016",2023,"net gain","net gain","1. Children who are the responsibility of other LAs placed within this LA boundary","1161",NA,0.1401,344708,793,0,0,0,0,2010-02-16,"02/10","2010",135.457905544148,11.2881587953457,2
"2484","Local Authority","2701187",4,"DONCASTER","Doncaster Metropolitan Borough Council","31/08/2022","Outstanding",2023-02-01,1,"2022-08-31",NA,NA,"Doncaster Metropolitan Borough Council",NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,105807,"371","E08000017",2023,"net gain","net gain","Net gain of children by responsible LA","41",NA,2023,"542",138153,"371","E08000017",2023,"child characteristic at 31st March","Locality of placement","Placed outside the local authority boundary","203","37",105805,"371","E08000017",2023,"net gain","net gain","1. Children who are the responsibility of other LAs placed within this LA boundary","244",NA,0.3984,166946,41,0,0,0,1,2022-08-31,"08/22","2022",-14.9815195071869,-1.24845995893224,4
"2485","Voluntary","SC013828",6,"SURREY","White Lodge Centre","07/04/1986","Good",2023-01-24,1,NA,NA,NA,"White Lodge Centre",356,"WHITE LODGE CENTRE",0,0,0,187,0,185,"-8.55","","0.53","79.23",106092,"936","E10000030",2023,"net gain","net gain","Net gain of children by responsible LA","-204",NA,2023,"1013",142431,"936","E10000030",2023,"child characteristic at 31st March","Locality of placement","Placed outside the local authority boundary","494","49",106090,"936","E10000030",2023,"net gain","net gain","1. Children who are the responsibility of other LAs placed within this LA boundary","290",NA,0.0082,506515,-204,0,0,0,0,1986-04-07,"04/86","1986",421.815195071869,35.151266255989,3
"2486","Local Authority","SC065067",5,"SALFORD","Salford City Council","01/09/2005","Good",2022-04-19,1,NA,NA,NA,"Salford City Council",NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,105789,"355","E08000006",2023,"net gain","net gain","Net gain of children by responsible LA","-81",NA,2023,"554",136911,"355","E08000006",2023,"child characteristic at 31st March","Locality of placement","Placed outside the local authority boundary","241","44",105787,"355","E08000006",2023,"net gain","net gain","1. Children who are the responsibility of other LAs placed within this LA boundary","160",NA,0.472,230165,-81,0,0,0,0,2005-09-01,"09/05","2005",188.977412731006,15.7481177275838,3
"2487","Private","SC065189",3,"ROCHDALE","Meadows Care Limited","05/09/2005","Good",2022-05-24,1,NA,NA,NA,"Meadows Care Limited",638,"MEADOWS CARE LIMITED",0,0,0,97,4,97,"9.65","1","10.33","65.84",105786,"354","E08000005",2023,"net gain","net gain","Net gain of children by responsible LA","33",NA,2023,"602",136842,"354","E08000005",2023,"child characteristic at 31st March","Locality of placement","Placed outside the local authority boundary","219","36",105784,"354","E08000005",2023,"net gain","net gain","1. Children who are the responsibility of other LAs placed within this LA boundary","252",NA,0.4758,194866,33,0,0,0,0,2005-09-05,"09/05","2005",188.845995893224,15.7371663244353,3
"2488","Private","1241261",2,"LEICESTERSHIRE","The Place Young People's Company","07/10/2016","Good",2023-01-04,1,"2016-10-07",NA,NA,"The Place Young Peoples Company",355,"THE PLACE YOUNG PEOPLES COMPANY LIMITED",0,0,0,123,0,122,"15.71","2","19.60","53.52",105948,"855","E10000018",2023,"net gain","net gain","Net gain of children by responsible LA","345",NA,2023,"681",139257,"855","E10000018",2023,"child characteristic at 31st March","Locality of placement","Placed outside the local authority boundary","250","37",105946,"855","E10000018",2023,"net gain","net gain","1. Children who are the responsibility of other LAs placed within this LA boundary","595",NA,0.0247,286368,345,1,0,0,1,2016-10-07,"10/16","2016",55.7864476386037,4.64887063655031,3
"2489","Private","1241939",3,"ISLE OF WIGHT","Island Choices Ltd","30/11/2016","Good",2022-03-24,1,"2016-11-30",NA,NA,"Island Choices Ltd",389,"ISLAND CHOICES LTD",0,0,0,428,0,426,"","","","",106068,"921","E06000046",2023,"net gain","net gain","Net gain of children by responsible LA","-8",NA,2023,"288",142017,"921","E06000046",2023,"child characteristic at 31st March","Locality of placement","Placed outside the local authority boundary","72","25",106066,"921","E06000046",2023,"net gain","net gain","1. Children who are the responsibility of other LAs placed within this LA boundary","64",NA,0.1654,281374,-8,0,0,0,1,2016-11-30,"11/16","2016",54.0123203285421,4.50102669404517,3
"2490","Private","1242216",4,"LEICESTERSHIRE","Keys Care Limited","22/09/2016","Good",2023-02-14,1,"2016-09-22",NA,NA,"Keys Care Limited",81,"KEYS CARE LIMITED",0,0,0,96,50,96,"4.76","1","10.54","64.33",105948,"855","E10000018",2023,"net gain","net gain","Net gain of children by responsible LA","345",NA,2023,"681",139257,"855","E10000018",2023,"child characteristic at 31st March","Locality of placement","Placed outside the local authority boundary","250","37",105946,"855","E10000018",2023,"net gain","net gain","1. Children who are the responsibility of other LAs placed within this LA boundary","595",NA,0.0247,286368,345,1,0,0,1,2016-09-22,"09/16","2016",56.2792607802875,4.68993839835729,3
"2491","Private","1244137",2,"DEVON","Phoenix Learning & Care Holdings Limited","25/10/2016","Good",2023-02-28,1,"2016-10-25",NA,NA,"Phoenix Learning & Care Holdings Limited",649,"PHOENIX LEARNING & CARE HOLDINGS LIMITED",0,0,1,56,5,56,"-10.00","1","2.87","67.22",105999,"878","E10000008",2023,"net gain","net gain","Net gain of children by responsible LA","85",NA,2023,"893",143535,"878","E10000008",2023,"child characteristic at 31st March","Locality of placement","Placed outside the local authority boundary","257","29",105997,"878","E10000008",2023,"net gain","net gain","1. Children who are the responsibility of other LAs placed within this LA boundary","342",NA,0.0467,327044,85,0,0,0,1,2016-10-25,"10/16","2016",55.1950718685832,4.59958932238193,3
"2492","Private","1244161",1,"DERBYSHIRE","Blue Mountain Homes Ltd","19/09/2016","Good",2022-06-16,1,"2016-09-19",NA,NA,"Blue Mountain Homes Ltd",183,"BLUE MOUNTAIN HOMES LTD.",0,0,0,83,13,83,"18.36","2","24.46","58.76",105906,"830","E10000007",2023,"net gain","net gain","Net gain of children by responsible LA","24",NA,2023,"995",139188,"830","E10000007",2023,"child characteristic at 31st March","Locality of placement","Placed outside the local authority boundary","492","49",105904,"830","E10000007",2023,"net gain","net gain","1. Children who are the responsibility of other LAs placed within this LA boundary","516",NA,0.1303,231635,24,0,0,0,1,2016-09-19,"09/16","2016",56.3778234086242,4.69815195071869,3
"2493","Private","1244413",3,"STOCKTON ON TEES","No. 57 Ltd","03/02/2017","Inadequate",2023-01-24,1,"2017-02-03",NA,NA,"No. 57 Ltd",493,"NAMECO (NO.57) LIMITED",0,0,1,182,161,181,"15.75","","15.75","",105870,"808","E06000004",2023,"net gain","net gain","Net gain of children by responsible LA","-3",NA,2023,"574",135531,"808","E06000004",2023,"child characteristic at 31st March","Locality of placement","Placed outside the local authority boundary","234","41",105868,"808","E06000004",2023,"net gain","net gain","1. Children who are the responsibility of other LAs placed within this LA boundary","231",NA,0.3024,167078,-3,0,0,0,1,2017-02-03,"02/17","2017",51.8767967145791,4.32306639288159,1
"2494","Private","SC005041",10,"STAFFORDSHIRE","Caretech Community Services Limited","17/02/1997","Good",2023-01-10,1,NA,NA,NA,"Caretech Community Services Limited",731,"CARETECH COMMUNITY SERVICES LIMITED",1,0,1,23,188,23,"15.17","0","-27.59","87.37",105957,"860","E10000028",2023,"net gain","net gain","Net gain of children by responsible LA","489",NA,2023,"1384",140292,"860","E10000028",2023,"child characteristic at 31st March","Locality of placement","Placed outside the local authority boundary","508","37",105955,"860","E10000028",2023,"net gain","net gain","1. Children who are the responsibility of other LAs placed within this LA boundary","997",NA,0.0907,243112,489,0,0,0,0,1997-02-17,"02/97","1997",291.416837782341,24.2847364818617,3
"2495","Private","SC005045",3,"STAFFORDSHIRE","The Partnership Of Care Today","27/01/2000","Requires improvement to be good",2022-11-23,1,NA,NA,NA,"Care Today Childrens Services",680,"CARE TODAY (CHILDRENS SERVICES) LTD",0,0,0,255,3,253,"","","","",105957,"860","E10000028",2023,"net gain","net gain","Net gain of children by responsible LA","489",NA,2023,"1384",140292,"860","E10000028",2023,"child characteristic at 31st March","Locality of placement","Placed outside the local authority boundary","508","37",105955,"860","E10000028",2023,"net gain","net gain","1. Children who are the responsibility of other LAs placed within this LA boundary","997",NA,0.0907,243112,489,0,0,0,0,2000-01-27,"01/00","2000",256.131416837782,21.3442847364819,2
"2496","Private","SC006013",1,"LANCASHIRE","Care Afloat Ltd","20/06/2001","Good",2022-04-25,1,NA,NA,NA,"Care Afloat Ltd",610,"CARE AFLOAT LTD.",0,0,0,236,4,234,"","","","",106029,"888","E10000017",2023,"net gain","net gain","Net gain of children by responsible LA","815",NA,2023,"1875",137670,"888","E10000017",2023,"child characteristic at 31st March","Locality of placement","Placed outside the local authority boundary","349","19",106027,"888","E10000017",2023,"net gain","net gain","1. Children who are the responsibility of other LAs placed within this LA boundary","1164",NA,0.2447,188185,815,0,0,0,0,2001-06-20,"06/01","2001",239.375770020534,19.9479808350445,3
"2497","Private","SC008273",2,"STOKE ON TRENT","Searchlight Care Services Ltd","18/04/2001","Good",2023-01-24,1,NA,NA,NA,"Searchlight Care Services Ltd",134,"SEARCHLIGHT CARE SERVICES LIMITED",0,0,0,299,2,297,"","","","",105960,"861","E06000021",2023,"net gain","net gain","Net gain of children by responsible LA","-412",NA,2023,"1107",139671,"861","E06000021",2023,"child characteristic at 31st March","Locality of placement","Placed outside the local authority boundary","597","54",105958,"861","E06000021",2023,"net gain","net gain","1. Children who are the responsibility of other LAs placed within this LA boundary","185",NA,0.5073,139532,-412,0,1,1,0,2001-04-18,"04/01","2001",241.445585215606,20.1204654346338,3
"2498","Local Authority","1233307",6,"NEWCASTLE UPON TYNE","Newcastle City Council","28/11/2016","Requires improvement to be good",2022-05-17,1,"2016-11-28",NA,NA,"Newcastle City Council",NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,105834,"391","E08000021",2023,"net gain","net gain","Net gain of children by responsible LA","-196",NA,2023,"635",135807,"391","E08000021",2023,"child characteristic at 31st March","Locality of placement","Placed outside the local authority boundary","322","51",105832,"391","E08000021",2023,"net gain","net gain","1. Children who are the responsibility of other LAs placed within this LA boundary","126",NA,0.3706,196297,-196,0,1,0,1,2016-11-28,"11/16","2016",54.0780287474333,4.50650239561944,2
"2499","Private","1234166",3,"NEWHAM","Jamores Limited","20/09/2016","Good",2023-01-17,1,"2016-09-20",NA,NA,"Jamores Limited",343,"JAMORES LIMITED",0,0,0,441,0,439,"","","","",105723,"316","E09000025",2023,"net gain","net gain","Net gain of children by responsible LA","-6",NA,2023,"411",144432,"316","E09000025",2023,"child characteristic at 31st March","Locality of placement","Placed outside the local authority boundary","249","61",105721,"316","E09000025",2023,"net gain","net gain","1. Children who are the responsibility of other LAs placed within this LA boundary","243",NA,0.2884,398851,-6,0,1,0,1,2016-09-20,"09/16","2016",56.3449691991786,4.69541409993155,3
"2500","Private","2636225",2,"CALDERDALE","Gravitas Care LTD","23/12/2021","Requires improvement to be good",2022-10-26,1,"2021-12-23",NA,NA,"Gravitas Care LTD",968,"GRAVITAS CARE LIMITED",0,0,0,629,0,628,"","","","",105819,"381","E08000033",2023,"net gain","net gain","Net gain of children by responsible LA","53",NA,2023,"356",138429,"381","E08000033",2023,"child characteristic at 31st March","Locality of placement","Placed outside the local authority boundary","134","38",105817,"381","E08000033",2023,"net gain","net gain","1. Children who are the responsibility of other LAs placed within this LA boundary","187",NA,0.2929,191965,53,0,0,0,1,2021-12-23,"12/21","2021",-6.73511293634497,-0.561259411362081,2
"2501","Private","2637805",4,"THURROCK","Green Harvest Capital Consulting Ltd","01/06/2021","Requires improvement to be good",2022-04-04,1,"2021-06-01",NA,NA,"Green Harvest Capital Consulting Ltd",1220,"GREEN HARVEST CAPITAL CONSULTING LTD",0,0,0,453,3,451,"","","","",106014,"883","E06000034",2023,"net gain","net gain","Net gain of children by responsible LA","-57",NA,2023,"292",140706,"883","E06000034",2023,"child characteristic at 31st March","Locality of placement","Placed outside the local authority boundary","186","64",106012,"883","E06000034",2023,"net gain","net gain","1. Children who are the responsibility of other LAs placed within this LA boundary","129",NA,0.1214,315762,-57,0,1,0,1,2021-06-01,"06/21","2021",0,0,2
