"","Sector.x","URN","Places","Local.authority","Organisation","Registration.date","Overall.experiences.and.progress.of.children.and.young.people","Latest.full.inspection.date","Homes","Join","Leave","keep","Organisation_fame_search","X.x","Company.name","X.1","X.y","Indiv","Invest","LA_owned_companies","Sector.y","Sector_merge","year","joined","left","age","X.x.x","profit_margin_average","ebitda_margin_average","salaries_turnover_average","Region.Country.name","net_loss","median_house_price_detached","median_wage","average_house_price_per_sq_m","residential_expenditure","Unemployment.rate...aged.16.64.","occupancy_rate_fte","X..of.white...aged.16.","claimant_count_rate","rel_pov_per","overall.average","number_of_inspections","ever_outstanding","ever_inadequate","children_in_care","net_loss_s","median_wage_s","median_house_price_detached_s","average_house_price_per_sq_m_s","children_in_care_s","residential_expenditure_s","claimant_count_rate_s","X..of.white...aged.16._s","Unemployment.rate...aged.16.64._s","occupancy_rate_fte_s","rel_pov_per_s","closed","age_years","X.y.y","chain_size","binary_sector_private","net_loss_2014","needQuint","houseQuint","chain_size_0s","X.x.x.x","reqs_per","recs_per","house_price_2014","children_in_care_23","X.y.y.y","sector_third","sector_invest","sector_corp","sector_indiv","sector_la","majority"
"1586","Private","2509892",4,"DURHAM","Park Blue Homes Limited","16/07/2020","Requires improvement to be good",2022-09-05,1,"2020-07-16",NA,NA,"Park Blue Homes Limited",421,"PARK BLUE HOMES LIMITED",620,620,0,0,0,"Corporate owned","Corporate owned",2022,1,0,41,368,NA,NA,NA,"North East",-42.1818181818182,20.9533181818182,13.2418181818182,1181.66666666667,7850385,5.47,87.92,98.52,3.55454545454545,24.4887937372761,2.33333333333333,4,0,0,54.2857142857143,-0.151282280665666,-0.66703527619974,-0.515708674284718,-0.873938725602697,-0.464873749710573,-0.92271454899347,0.180994256524182,0.792241670230054,0.664688933372892,0.560586455849664,0.376029536879233,"0",3.41666666666667,1547,6,"1",-39,"1","1",0.6,691,0,0,1171,24.5,NA,NA,NA,1,NA,NA,"Lab plurality"
"1587","Private","2510315",3,"PETERBOROUGH","Semi-Independent House Limited","10/06/2019","Good",2022-11-29,1,"2019-06-10",NA,NA,"Semi-Independent House Limited",111,"SEMI-INDEPENDENT HOUSE LIMITED",745,745,0,0,0,"Corporate owned","Corporate owned",2022,1,0,54,419,NA,NA,NA,"East of England",6.63636363636364,27.5078727272727,14.0018181818182,1838.66666666667,9979792.26909091,5.01,80.7,85.93,3.80909090909091,28.7760186133055,3,4,0,0,23.1538461538462,0.518395524667387,-0.139808056722578,-0.299432224815701,-0.412386545361389,-1.16785468671137,-0.722245786769307,0.380186254736419,-0.228567162929656,0.338235588996066,-0.527286013004153,0.947777104317367,"0",4.5,1548,5,"1",0,"3","2",0.5,694,2,3,1743,20.54,NA,NA,NA,1,NA,NA,"Con plurality"
"1588","Private","2515609",2,"COVENTRY","Progress Children's Services Limited","21/02/2019","Good",2022-06-14,1,"2019-02-21",NA,NA,"Progress childrens Services Limited",833,"PROGRESS CHILDREN'S SERVICES LIMITED",676,676,6912,6924,0,"Investment owned","Investment owned",2022,1,0,58,289,NA,NA,NA,"West Midlands",41.5454545454545,30.6904090909091,16.0809090909091,1988.66666666667,17138726.1818182,5.44,83.38,71.91,3.99090909090909,25.978377807911,2.5,5,0,0,85.8571428571429,0.997271273732363,1.30249894201459,-0.194420105340604,-0.307009335260634,0.248032791766061,-0.0482823598755356,0.522466253459445,-1.36532171740933,0.643398497870056,-0.123477395756477,0.574681600511795,"0",4.83333333333333,1549,6,"1",49,"5","2",0.6,710,6,3,1908,28.38,NA,0,1,0,0,0,"Lab"
"1589","Private","2519269",2,"WOLVERHAMPTON","New Futures (children) Services","05/07/2019","Good",2022-10-25,1,"2019-07-05",NA,NA,"New Futures (children) Services",705,"NEW FUTURES (CHILDREN) SERVICES LTD",558,558,0,2,0,"Investment owned","Investment owned",2022,1,0,53,629,NA,NA,NA,"West Midlands",-0.545454545454545,24.7309818181818,13.7145454545455,1624,9844253.09090909,7.88,83.79,70.87,6.38181818181818,32.0874466926098,2.66666666666667,3,0,0,36.2142857142857,0.419876815875374,-0.339094900448395,-0.391059520342208,-0.56319304159447,-0.872940163723216,-0.735005849946226,2.39344823666724,-1.44964587836931,2.37502058543409,-0.061700704311868,1.38939166941153,"0",4.41666666666667,1550,1,"1",24,"2","2",0.1,725,7,3,1644,NA,NA,0,1,0,0,0,"Lab"
"1590","Private","2523025",6,"BIRMINGHAM","Compass Childrens Homes Ltd","09/07/2019","Outstanding",2023-02-14,1,"2019-07-09",NA,NA,"Compass Childrens Homes Ltd",1147,"COMPASS CHILDREN'S HOMES LIMITED",232,232,0,204,0,"Investment owned","Investment owned",2023,1,0,53,22,-4.96,3.93666666666667,NA,"West Midlands",29,36.0590909090909,15.5163636363636,2060,39522706.4545455,8.58,74.65,58.05,7.02727272727273,38.0173472377339,3.75,4,1,0,235.214285714286,0.825175301412137,0.91086245481923,-0.0172731407508526,-0.256896617568275,3.62062912259783,2.05901241837486,2.89854223213399,-2.48910332404902,2.8717974138336,-1.43886889895507,2.18020771239103,"0",4.41666666666667,1551,41,"1",44,"5","2",4.1,730,0,0,1999,66.69,NA,0,1,0,0,0,"Lab"
"1591","Private","2527654",2,"WIRRAL","Hapin Care Ltd","05/07/2019","Requires improvement to be good",2022-04-19,1,"2019-07-05",NA,NA,"Hapin Care Ltd",987,"HAPIN CARE LTD",359,359,4,0,0,"Individual owned","Individual owned",2022,1,0,53,735,NA,NA,NA,"North West",27.7272727272727,30.3104545454545,13.5827272727273,1760,12532056.5454545,3.93,81.81,96.5,3.57272727272727,19.0667330056674,2.25,7,0,0,61.2857142857143,0.807716289727477,-0.43053981291752,-0.20695722277256,-0.467651037769785,-0.306808498432948,-0.481968002534073,0.195222256396484,0.6284582037501,-0.428220089106045,-0.360036921532167,-0.347060602649499,"0",4.41666666666667,1552,1,"1",15,"5","2",0.1,747,8,2,1694,26.23,NA,NA,NA,NA,1,NA,"Lab plurality"
"1592","Private","SC473639",10,"CAMDEN","Area Camden Limited ","07/02/2014","Good",2022-08-16,1,NA,NA,NA,"Area Camden Limited",964,"AREA CAMDEN LIMITED",77,77,0,3584,0,"Investment owned","Investment owned",2022,0,0,118,170,1.16,5.58,NA,"London",10.7272727272727,349.230454545455,20.58,11867,7148264.68454545,4.9,79.96,65.13,3.39090909090909,18.1295922599573,3.33333333333333,11,1,0,47,0.574513776510939,4.42360840277114,10.3162422999916,6.6326653788191,-0.629390643897488,-0.988814253176269,0.0529422576734578,-1.91505038212918,0.260170658819,-0.638785407318812,-0.472038404654411,"0",9.83333333333333,1553,38,"1",11,"3","5",3.8,2538,1.83333333333333,0.833333333333333,11333,8.96,NA,0,1,0,0,0,"Lab"
"1593","Private","SC474179",4,"STAFFORDSHIRE","Haven Care Group Ltd","29/04/2014","Good",2022-05-17,1,"2014-04-29",NA,NA,"Haven Care Group Ltd",827,"HAVEN CARE GROUP LIMITED",367,367,0,0,0,"Corporate owned","Corporate owned",2022,0,0,116,618,NA,NA,NA,"West Midlands",-168.090909090909,28.5755181818182,13.3136363636364,1960.95833333333,27026296.0909091,3.49,84.07,96.09,2.25454545454545,18.2369178250539,2.6,15,0,1,109.928571428571,-1.87847736518387,-0.617213565268285,-0.26420380973432,-0.326474847682024,0.791583706873812,0.882563011910272,-0.836307734345458,0.59521502491011,-0.740479809814313,-0.0195117443009187,-0.457725385733705,"0",9.66666666666667,1554,9,"1",-109,"1","2",0.9,2546,2.33333333333333,1.83333333333333,NA,36.3,NA,NA,NA,1,NA,NA,"Con"
"1594","Private","1253008",2,"DONCASTER","Esland North Limited","08/06/2017","Requires improvement to be good",2022-10-17,1,"2017-06-08",NA,NA,"Esland North Limited",25,"ESLAND NORTH LIMITED",288,288,0,3136,0,"Investment owned","Investment owned",2022,1,0,78,46,8.16111111111111,11.4055555555556,60.1466666666667,"Yorkshire and The Humber",9,22.3112454545455,12.9145454545455,1517.33333333333,14306179.0909091,6.38,81.91,94.64,4.19090909090909,28.9766721938627,2.83333333333333,8,1,0,74.0714285714286,0.550819403510328,-0.894070920950671,-0.470902015472753,-0.638127946555007,-0.0180974782421846,-0.314946805657493,0.678974252054774,0.477647685110143,1.31049881029226,-0.344969435813971,0.974536418302216,"0",6.5,1555,58,"1",6,"3","1",5.8,306,1,0.666666666666667,1523,44.8,NA,0,1,0,0,0,"Lab"
"1595","Voluntary","1254837",6,"SUNDERLAND","Together for Children Sunderland Limited","31/03/2017","Good",2023-01-24,1,"2017-03-31",NA,NA,"Together for Children Sunderland Limited",768,"TOGETHER FOR CHILDREN SUNDERLAND LIMITED",861,861,0,0,2,"LA owned company","Third sector",2023,1,0,81,6,-4.71666666666667,NA,30.1533333333333,"North East",21.2727272727273,23.2462727272727,13.5127272727273,1268.33333333333,14408167.1818182,6.04,87.74,96.19,4.57272727272727,26.1095103678024,2.5,11,0,1,65.5714285714286,0.719174159040984,-0.47910021471147,-0.440049517824016,-0.813054115322261,-0.210033854793586,-0.30534534207515,0.977762249373129,0.603323117310107,1.06920720792678,0.533464981556908,0.592169538349867,"0",6.75,1556,5,"0",14,"5","1",0.5,328,5,2.8,1303,22.23,NA,1,NA,NA,NA,NA,"Lab"
"1596","Private","1255745",5,"WEST NORTHAMPTONSHIRE","Homes 2 inspire","24/05/2017","Outstanding",2023-02-21,1,"2017-05-24",NA,NA,"Homes 2 inspire",1148,"HOMES 2 INSPIRE LIMITED",402,402,0,0,0,"Corporate owned","Corporate owned",2023,1,0,79,45,-3.11166666666667,2.42166666666667,58.31,"East Midlands",2.33333333333333,35.4522545454545,16.9333333333333,NA,26790900.3333333,4.14,NA,89.6,2.63636363636364,17.0511934934835,4,6,1,0,77.6666666666667,0.459367437543058,1.89384270931493,-0.0372965326115518,NA,0.0630856950330582,0.860402152013247,-0.537519737027102,0.0689998281502584,-0.27918704058619,NA,-0.615854483653915,"0",6.58333333333333,1557,34,"1",NA,"2",NA,3.4,341,0,0,NA,31.5,NA,NA,NA,1,NA,NA,"Con"
"1597","Private","1256660",5,"SOUTHEND ON SEA","Pathways Care Group","07/06/2018","Good",2022-10-18,1,"2018-06-07",NA,NA,"Pathways Care Group",820,"PATHWAYS CARE GROUP LIMITED",632,632,0,1584,0,"Investment owned","Investment owned",2022,1,0,66,68,1.992,15.202,63.786,"East of England",4.81818181818182,46.55,13.41,3256,5589201.90909091,4.23,81.99,92.15,3.85454545454545,17.8413361964779,2.33333333333333,8,0,1,29.7142857142857,0.493454079403586,-0.550364180980511,0.328888685220604,0.583311004301746,-1.01971503990958,-1.13558908078291,0.415756254417175,0.275756184350201,-0.215315734077681,-0.332915447239414,-0.510480452333108,"0",5.5,1558,10,"1",4,"2","4",1,365,3.66666666666667,4.66666666666667,2880,15.12,NA,0,1,0,0,0,"Con plurality"
"1598","Local Authority","SC063683",6,"MANCHESTER","Manchester City Council","16/12/2005","Requires improvement to be good",2022-08-01,1,NA,NA,NA,"Manchester City Council",NA,NA,NA,NA,NA,NA,NA,NA,"Local Authority",2022,0,0,216,NA,NA,NA,NA,"North West",21,27.5563181818182,16.2254545454545,2383.66666666667,19816677.1818182,7.06,87.52,68.12,4.93636363636364,36.4846049836888,2.6,17,0,1,64.8571428571429,0.715432942251414,1.40277301844625,-0.297833701097675,-0.0295160153286457,-0.226162962066813,0.203827948030076,1.26232224681918,-1.67261841936925,1.79308201502322,0.500316512976875,1.97580004062188,"0",18,1559,5,"0",-7,"5","3",0.5,1502,2.42857142857143,2,2212,36.3,NA,NA,0,NA,NA,1,"Lab"
"1599","Private","SC063794",3,"STAFFORDSHIRE","Esland North Limited","11/05/2005","Good",2023-01-31,1,NA,NA,NA,"Esland North Limited",25,"ESLAND NORTH LIMITED",288,288,0,3136,0,"Investment owned","Investment owned",2023,0,0,223,46,8.16111111111111,11.4055555555556,60.1466666666667,"West Midlands",-168.090909090909,28.5755181818182,13.3136363636364,1960.95833333333,27026296.0909091,3.49,84.07,96.09,2.25454545454545,18.2369178250539,3,12,1,0,109.928571428571,-1.87847736518387,-0.617213565268285,-0.26420380973432,-0.326474847682024,0.791583706873812,0.882563011910272,-0.836307734345458,0.59521502491011,-0.740479809814313,-0.0195117443009187,-0.457725385733705,"0",18.5833333333333,1560,58,"1",-109,"1","2",5.8,1506,2.33333333333333,0.5,NA,36.3,NA,0,1,0,0,0,"Con"
"1600","Private","SC478152",4,"SOMERSET","Phoenix Learning & Care Holdings Limited","05/03/2015","Good",2022-08-10,1,"2015-03-05",NA,NA,"Phoenix Learning & Care Holdings Limited",649,"PHOENIX LEARNING & CARE HOLDINGS LIMITED",646,646,0,40,0,"Investment owned","Investment owned",2022,0,0,105,57,-7.024,6.292,66.873,"South West",-18.5454545454545,34.3635909090909,13.2763636363636,2413.86666666667,14860374.2727273,3.41,80.03,97.91,2.29090909090909,NA,2.55555555555556,13,0,1,64.5,0.172956507763745,-0.643070402587142,-0.0732184712125568,-0.00830007036169349,-0.234227515703427,-0.262773215502935,-0.807851734600852,0.742782306590068,-0.797254304488543,-0.628238167316073,NA,"0",8.75,1561,12,"1",-38,"1","3",1.2,2620,1.16666666666667,1,NA,18.72,NA,0,1,0,0,0,"LD"
"1601","Private","SC478852",3,"STAFFORDSHIRE","Roundhouse Care Limited","25/06/2014","Good",2023-02-07,1,"2014-06-25",NA,NA,"Roundhouse Care Limited",1143,"ROUNDHOUSE CARE LIMITED",723,723,216,0,0,"Individual owned","Individual owned",2023,0,0,114,443,NA,NA,NA,"West Midlands",-168.090909090909,28.5755181818182,13.3136363636364,1960.95833333333,27026296.0909091,3.49,84.07,96.09,2.25454545454545,18.2369178250539,3.11111111111111,10,1,1,109.928571428571,-1.87847736518387,-0.617213565268285,-0.26420380973432,-0.326474847682024,0.791583706873812,0.882563011910272,-0.836307734345458,0.59521502491011,-0.740479809814313,-0.0195117443009187,-0.457725385733705,"0",9.5,1562,3,"1",-109,"1","2",0.3,2626,1.83333333333333,0.333333333333333,NA,36.3,NA,NA,NA,NA,1,NA,"Con"
"1602","Private","SC480594",4,"STAFFORDSHIRE","Crystal Care Solutions Limited","29/09/2014","Outstanding",2022-12-07,1,"2014-09-29",NA,NA,"Crystal Care Solutions Limited",212,"CRYSTAL CARE SOLUTIONS LIMITED",252,252,48600,0,0,"Individual owned","Individual owned",2022,0,0,111,389,NA,NA,NA,"West Midlands",-168.090909090909,28.5755181818182,13.3136363636364,1960.95833333333,27026296.0909091,3.49,84.07,96.09,2.25454545454545,18.2369178250539,3.25,9,1,1,109.928571428571,-1.87847736518387,-0.617213565268285,-0.26420380973432,-0.326474847682024,0.791583706873812,0.882563011910272,-0.836307734345458,0.59521502491011,-0.740479809814313,-0.0195117443009187,-0.457725385733705,"0",9.25,1563,10,"1",-109,"1","2",1,2655,3.6,2.2,NA,36.3,NA,NA,NA,NA,1,NA,"Con"
"1603","Private","SC482275",4,"CORNWALL","Pathway Care Solutions Group Limited","14/11/2014","Good",2022-08-23,1,"2014-11-14",NA,NA,"Pathway Care Solutions Group Limited",404,"PATHWAY CARE SOLUTIONS GROUP LIMITED",629,629,0,23520,0,"Investment owned","Investment owned",2022,0,0,109,175,-20.6725,-9.97875,63.5925,"South West",19.3636363636364,32.4079545454545,12.3054545454545,2287.66666666667,11389683.2727273,3.32,84.06,98.51,2.40909090909091,21.0855722902673,2.625,17,0,1,35.3571428571429,0.692985641513993,-1.3166094820149,-0.137747355097288,-0.096957429793129,-0.892295092451089,-0.589514435433858,-0.715369735430885,0.791430860990053,-0.861125610997053,-0.021018492872737,-0.0778266614881043,"0",9.08333333333333,1564,38,"1",18,"4","3",3.8,2692,3.8,0,2241,24.9,NA,0,1,0,0,0,"Con"
"1604","Private","SC482296",8,"OXFORDSHIRE","Hillcrest Children's Services Ltd","22/09/2014","Outstanding",2023-02-28,1,"2014-09-22",NA,NA,"Hillcrest childrens Services Ltd",27,"HILLCREST CHILDRENS SERVICES LIMITED",393,393,0,144,0,"Investment owned","Investment owned",2023,0,0,111,56,10.924,16.575,51.77,"South East",31.6363636363636,48.274,16.7218181818182,4005.2,23393457,2.89,87.13,91.28,1.62727272727273,10.4381671181807,3.66666666666667,13,1,0,93.5714285714286,0.861340397044649,1.74711041298516,0.3857744119773,1.10963504301832,0.422227150316913,0.540556686260312,-1.3271737299399,0.20521578047022,-1.16628851987104,0.441553318675907,-1.49777270647067,"0",9.25,1565,13,"1",18,"5","4",1.3,2695,0.166666666666667,3.16666666666667,NA,55.44,NA,0,1,0,0,0,"LD plurality"
"1605","Private","2603750",3,"WOLVERHAMPTON","Support and Sustain Care Ltd","30/07/2021","Requires improvement to be good",2022-10-04,1,"2021-07-30",NA,NA,"Support and Sustain Care Ltd",1193,"SUPPORT AND SUSTAIN CARE LTD",806,806,6,0,0,"Individual owned","Individual owned",2022,1,0,29,804,NA,NA,NA,"West Midlands",-0.545454545454545,24.7309818181818,13.7145454545455,1624,9844253.09090909,7.88,83.79,70.87,6.38181818181818,32.0874466926098,2,5,0,1,36.2142857142857,0.419876815875374,-0.339094900448395,-0.391059520342208,-0.56319304159447,-0.872940163723216,-0.735005849946226,2.39344823666724,-1.44964587836931,2.37502058543409,-0.061700704311868,1.38939166941153,"0",2.41666666666667,1566,1,"1",24,"2","2",0.1,NA,NA,NA,1644,NA,NA,NA,NA,NA,1,NA,"Lab"
"1606","Private","2606062",3,"MANCHESTER","Paramount Children's Services Ltd","11/01/2021","Outstanding",2023-01-18,1,"2021-01-11",NA,NA,"Paramount childrens Services Ltd",875,"PARAMOUNT CHILDREN'S SERVICES LTD",619,619,0,0,0,"Corporate owned","Corporate owned",2023,1,0,35,790,NA,NA,NA,"North West",21,27.5563181818182,16.2254545454545,2383.66666666667,19816677.1818182,7.06,87.52,68.12,4.93636363636364,36.4846049836888,4,3,1,0,64.8571428571429,0.715432942251414,1.40277301844625,-0.297833701097675,-0.0295160153286457,-0.226162962066813,0.203827948030076,1.26232224681918,-1.67261841936925,1.79308201502322,0.500316512976875,1.97580004062188,"0",2.91666666666667,1567,2,"1",-7,"5","3",0.2,NA,NA,NA,2212,36.3,NA,NA,NA,1,NA,NA,"Lab"
"1607","Private","2595791",3,"SOMERSET","Empower Residentials Limited","20/10/2020","Requires improvement to be good",2023-01-05,1,"2020-10-20",NA,NA,"Empower Residentials Limited",996,"EMPOWER RESIDENTIALS LIMITED",283,283,0,0,0,"Corporate owned","Corporate owned",2023,1,0,38,734,NA,NA,NA,"South West",-18.5454545454545,34.3635909090909,13.2763636363636,2413.86666666667,14860374.2727273,3.41,80.03,97.91,2.29090909090909,NA,2,6,0,1,64.5,0.172956507763745,-0.643070402587142,-0.0732184712125568,-0.00830007036169349,-0.234227515703427,-0.262773215502935,-0.807851734600852,0.742782306590068,-0.797254304488543,-0.628238167316073,NA,"0",3.16666666666667,1568,3,"1",-38,"1","3",0.3,NA,NA,NA,NA,18.72,NA,NA,NA,1,NA,NA,"LD"
"1608","Private","SC384018",4,"ESSEX","SureCare Residential Ltd","05/11/2008","Good",2022-10-17,1,NA,NA,NA,"SureCare Residential Ltd",966,"SURECARE RESIDENTIAL LTD",811,811,0,0,0,"Corporate owned","Corporate owned",2022,0,0,181,415,NA,NA,NA,"East of England",-2.36363636363637,42.8,14.59,3579.08333333333,17212943.4545455,3.58,88.74,93.03,2.53636363636364,14.9067371108138,2.88888888888889,14,0,0,100.285714285714,0.394935370611573,0.268225449260345,0.205152330616422,0.810281806279873,0.573840758685247,-0.0412953240861627,-0.615773736324767,0.34710739747018,-0.676608503305804,0.684139838738877,-0.90184081647351,"0",15.0833333333333,1569,7,"1",25,"2","4",0.7,1816,1.83333333333333,4.83333333333333,NA,47.6,NA,NA,NA,1,NA,NA,"Con"
"1609","Private","SC410535",3,"BIRMINGHAM","Positive Pathways Limited","19/07/2010","Requires improvement to be good",2022-08-02,1,NA,NA,NA,"Positive Pathways Limited",157,"POSITIVE PATHWAYS LIMITED",660,660,24,0,0,"Individual owned","Individual owned",2022,0,0,161,458,NA,NA,NA,"West Midlands",29,36.0590909090909,15.5163636363636,2060,39522706.4545455,8.58,74.65,58.05,7.02727272727273,38.0173472377339,2.88888888888889,15,1,1,235.214285714286,0.825175301412137,0.91086245481923,-0.0172731407508526,-0.256896617568275,3.62062912259783,2.05901241837486,2.89854223213399,-2.48910332404902,2.8717974138336,-1.43886889895507,2.18020771239103,"0",13.4166666666667,1570,6,"1",44,"5","2",0.6,1987,0.833333333333333,0.5,1999,66.69,NA,NA,NA,NA,1,NA,"Lab"
"1610","Private","SC413085",3,"KENT","Castle Homes Limited","23/06/2010","Outstanding",2023-03-07,1,NA,NA,NA,"Castle Homes Limited",67,"CASTLE HOMES LIMITED",189,189,0,1240,0,"Investment owned","Investment owned",2023,0,0,162,196,11.6911111111111,13.91,50.2742857142857,"South East",-141,44.7295363636364,14.2936363636364,3260.16666666667,23672013.1818182,4.41,86.02,93.39,2.88181818181818,16.2387247448216,3.33333333333333,12,1,0,140.5,-1.50684983075324,0.062632059847002,0.268820009473108,0.586238149026767,1.48190949816793,0.566780797443524,-0.345441738751016,0.376296530110172,-0.0875731210606622,0.274304227203922,-0.72420593339106,"0",13.5,1571,127,"1",-143,"1","4",12.7,2014,2.33333333333333,2.83333333333333,NA,16.92,NA,0,1,0,0,0,"Con"
"1611","Local Authority","SC040631",4,"SURREY","Surrey County Council","18/11/2003","Requires improvement to be good",2022-11-09,1,NA,NA,NA,"Surrey County Council",NA,NA,NA,NA,NA,NA,NA,NA,"Local Authority",2022,0,0,241,NA,NA,NA,NA,"South East",11,72.8636363636364,17.0990909090909,5054.12121212121,26211045.2727273,2.87,74.03,90.21,1.60909090909091,8.41397100954262,2.66666666666667,14,0,0,111.928571428571,0.578254993300509,2.00883205901748,1.19714293589164,1.84651764934389,0.836745207238847,0.805812864207002,-1.3414017298122,0.118459191790245,-1.1804821435396,-1.53228731040789,-1.76772103775658,"0",20.0833333333333,1572,12,"0",-27,"3","4",1.2,1321,1.5,1.33333333333333,NA,59.5,NA,NA,0,NA,NA,1,"Con"
"1612","Local Authority","SC040719",3,"BOLTON","Bolton Metropolitan Borough Council","18/07/2003","Good",2022-06-15,1,NA,NA,NA,"Bolton Metropolitan Borough Council",NA,NA,NA,NA,NA,NA,NA,NA,"Local Authority",2022,0,0,245,NA,NA,NA,NA,"North West",7.45454545454546,26.6142454545455,13.0927272727273,1580,11072436.2727273,5.98,87.58,81.61,4.74545454545455,33.8123718092113,3.55555555555556,14,1,0,48.2142857142857,0.529619175036097,-0.770462625475163,-0.328918673109608,-0.594103689890692,-0.601971161533002,-0.619381015835117,1.11292824816,-0.578836754609558,1.02662633692111,0.509357004407794,1.61942899377583,"0",20.4166666666667,1573,6,"0",9,"3","2",0.6,1325,0.5,0.666666666666667,1595,30.75,NA,NA,0,NA,NA,1,"Lab plurality"
"1613","Private","SC040785",2,"SEFTON","PIC Children's Services Limited","05/03/2003","Requires improvement to be good",2022-10-26,1,NA,NA,NA,"PIC childrens Services Limited",257,"P.I.C. CHILDRENS' SERVICES LIMITED",614,614,24,0,0,"Individual owned","Individual owned",2022,0,0,249,295,NA,NA,NA,"North West",-9.81818181818182,30.2745454545455,13.5154545454545,1580,11424038.2727273,3.38,84.75,96.77,3.78181818181818,19.0701834801986,2.33333333333333,18,0,1,53.8571428571429,0.29267544502999,-0.477208251005211,-0.208142092107558,-0.594103689890692,-0.474551214074509,-0.586280153093331,0.358844254927965,0.650350053230094,-0.81854473999138,0.0829471585828213,-0.346600444743909,"0",20.75,1574,7,"1",-13,"1","2",0.7,1328,2.8,1,1564,35.51,NA,NA,NA,NA,1,NA,"Lab"
"1614","Local Authority","SC036240",6,"DERBY","Derby City Council","13/11/2003","Requires improvement to be good",2023-02-08,1,NA,NA,NA,"Derby City Council",NA,NA,NA,NA,NA,NA,NA,NA,"Local Authority",2023,0,0,241,NA,NA,NA,NA,"East Midlands",6.27272727272727,25.5043,18.1463636363636,1692.66666666667,14324314,4.72,92.74,82.42,3.71818181818182,28.9076714976865,2.875,15,1,0,57.3571428571429,0.513407235614627,2.73534612222046,-0.365542834270924,-0.514953696526124,-0.395518588435697,-0.313239531135013,0.309046255374905,-0.513161206169576,0.132428045801981,1.28683926746675,0.965334433024782,"0",20.0833333333333,1575,8,"0",3,"3","2",0.8,1207,1.2,1.4,1666,22.75,NA,NA,0,NA,NA,1,"Lab plurality"
"1615","Local Authority","SC036773",5,"GATESHEAD","Gateshead Council","21/05/2003","Good",2022-10-04,1,NA,NA,NA,"Gateshead Council",NA,NA,NA,NA,NA,NA,NA,NA,"Local Authority",2022,0,0,247,NA,NA,NA,NA,"North East",15,25.072,13.2490909090909,1523.33333333333,7904500.54545454,5.7,93.28,95.9,4.34545454545455,22.7075820651237,3,13,0,0,29.7142857142857,0.633126172880871,-0.661990039649718,-0.379807161229694,-0.633912858150977,-1.01971503990958,-0.917619949866366,0.799912250969347,0.579809649350114,0.827915605561305,1.36820369034502,0.13848579469308,"0",20.5833333333333,1576,5,"0",10,"4","1",0.5,1227,1.83333333333333,1.33333333333333,1519,20.79,NA,NA,0,NA,NA,1,"Lab"
"1616","Local Authority","SC036804",6,"GATESHEAD","Gateshead Council","21/05/2003","Requires improvement to be good",2023-01-04,1,NA,NA,NA,"Gateshead Council",NA,NA,NA,NA,NA,NA,NA,NA,"Local Authority",2023,0,0,247,NA,NA,NA,NA,"North East",15,25.072,13.2490909090909,1523.33333333333,7904500.54545454,5.7,93.28,95.9,4.34545454545455,22.7075820651237,3.5,12,1,0,29.7142857142857,0.633126172880871,-0.661990039649718,-0.379807161229694,-0.633912858150977,-1.01971503990958,-0.917619949866366,0.799912250969347,0.579809649350114,0.827915605561305,1.36820369034502,0.13848579469308,"0",20.5833333333333,1577,5,"0",10,"4","1",0.5,1229,0.4,1.2,1519,20.79,NA,NA,0,NA,NA,1,"Lab"
"1617","Private","2523027",1,"READING","Kennet Care Limited","08/07/2019","Good",2022-09-13,1,"2019-07-08",NA,NA,"Kennet Care Limited",450,"KENNET CARE LIMITED",469,469,24,0,0,"Individual owned","Individual owned",2022,1,0,53,495,NA,NA,NA,"South East",10.5454545454545,55.1952272727273,17.8827272727273,4641,6804020.72727273,3.72,71.33,76.88,2.91818181818182,14.8923417757381,2.25,5,0,1,18,0.572019631984559,2.55245629728221,0.614149727207784,1.55629391089872,-1.28423239919051,-1.02122240779249,-0.316985739006411,-0.962349525129449,-0.5772531376259,-1.9391094247992,-0.903760589298585,"0",4.41666666666667,1578,3,"1",8,"3","4",0.3,NA,NA,NA,3998,9.8,NA,NA,NA,NA,1,NA,"Lab"
"1618","Private","2625585",4,"WEST NORTHAMPTONSHIRE","Children & Adolescents Placement Provisions Ltd","26/02/2021","Requires improvement to be good",2022-04-19,1,"2021-02-26",NA,NA,"Children & Adolescents Placement Provisions Ltd",797,"CHILDREN & ADOLESCENTS PLACEMENT PROVISIONS LTD",217,217,1,0,0,"Individual owned","Individual owned",2022,1,0,34,625,NA,NA,NA,"East Midlands",2.33333333333333,35.4522545454545,16.9333333333333,NA,26790900.3333333,4.14,NA,89.6,2.63636363636364,17.0511934934835,1.6,8,0,1,77.6666666666667,0.459367437543058,1.89384270931493,-0.0372965326115518,NA,0.0630856950330582,0.860402152013247,-0.537519737027102,0.0689998281502584,-0.27918704058619,NA,-0.615854483653915,"0",2.83333333333333,1579,2,"1",NA,"2",NA,0.2,NA,NA,NA,NA,31.5,NA,NA,NA,NA,1,NA,"Con"
