"","X","Company.name","Indiv","Invest","LA_owned_companies","Sector"
"698",698,"RAISE HOUSE LIMITED",8,0,0,"Individual owned"
"699",699,"RAVENSBOURNE PROJECT",2,0,0,"Individual owned"
"700",700,"REAL CARE SUPPORT LIMITED",4,0,0,"Individual owned"
"701",701,"REAMCARE LIMITED",0,0,0,"Corporate owned"
"702",702,"REFLEXION CARE GROUP LIMITED",0,94320,0,"Investment owned"
"703",703,"REGIONAL THERAPEUTIC HOMES LTD",9,0,0,"Individual owned"
"704",704,"RESI- ACTION STAFFORDSHIRE LTD",6,0,0,"Individual owned"
"705",705,"RESIDENTIAL CHILD CARE COMMUNITY (NORTH WEST) LIMITED",78,0,0,"Individual owned"
"706",706,"RESIDENTIAL CHILD CARE COMMUNITY (TOWN HALL) LIMITED",18,0,0,"Individual owned"
"707",707,"RESILIENCE NORTH EAST LIMITED",4,0,0,"Individual owned"
"708",708,"RESILIENCE RESIDENTIAL SERVICES LTD",6,0,0,"Individual owned"
"709",709,"RESOLUTE CARE LTD",0,0,0,"Corporate owned"
"710",710,"RESTORATION CARE & SERVICES LIMITED",1,0,0,"Individual owned"
"711",711,"RESTORATIVE SOCIAL CARE SERVICES LTD.",182250,0,0,"Individual owned"
"712",712,"RESTORING LIVES LTD",0,0,0,"Corporate owned"
"713",713,"RIGHT-TRAK LIMITED",1,0,0,"Individual owned"
"714",714,"RISE ABOVE CARE LTD",18,0,0,"Individual owned"
"715",715,"RITE DIRECTIONS LTD",4,0,0,"Individual owned"
"716",716,"RIVER VALLEY CARE LIMITED",8,0,0,"Individual owned"
"717",717,"RNIB CHARITY",0,0,0,"Corporate owned"
"718",718,"ROC FAMILY TIME LIMITED",0,0,0,"Corporate owned"
"719",719,"ROC NORTHWEST LIMITED",0,1368,0,"Investment owned"
"720",720,"RONANDA LIMITED",15,0,0,"Individual owned"
"721",721,"ROSEBERRY SPECIALIST CARE CENTRES LIMITED",0,0,0,"Corporate owned"
"722",722,"ROSEDALE CHILDREN'S SERVICES LIMITED",0,1368,0,"Investment owned"
"723",723,"ROUNDHOUSE CARE LIMITED",216,0,0,"Individual owned"
"724",724,"ROWDEN HOUSE SCHOOL LIMITED",0,0,280,"LA owned company"
"725",725,"ROXWELL CARE GIDEA PARK LIMITED",0,0,0,"Corporate owned"
"726",726,"ROXWELL CARE ILFORD LIMITED",0,0,0,"Corporate owned"
"727",727,"ROYAL MENCAP SOCIETY",0,0,0,"Corporate owned"
"728",728,"RUBICON CHILDREN & FAMILY SERVICES LIMITED",4,0,0,"Individual owned"
"729",729,"RUSHCLIFFE SPECIALIST SCHOOLS (MICKLEOVER) LIMITED",0,0,0,"Corporate owned"
"730",730,"RUSKIN MILL TRUST LIMITED",0,0,0,"Corporate owned"
"731",731,"S P HOMES LIMITED",6,0,0,"Individual owned"
"732",732,"SAFE BASE CARE LIMITED",4,0,0,"Individual owned"
"733",733,"SAFE HAVEN ADOLESCENT CARE GROUP LIMITED",4,0,0,"Individual owned"
"734",734,"SAFE PLACES FOR CHILDREN UK",0,0,0,"Corporate owned"
"735",735,"SAFEHAVEN RESIDENTIAL AND RESPITE CARE LIMITED",0,0,0,"Corporate owned"
"736",736,"SAFETY & FOCUSED CARE LTD",6,0,0,"Individual owned"
"737",737,"SANDCASTLE CARE LTD",0,12180,0,"Investment owned"
"738",738,"SANKOFA CARE LIMITED",8,0,0,"Individual owned"
"739",739,"SANKOFA SPECIALIST CARE LTD",6,0,0,"Individual owned"
"740",740,"SATASH COMMUNITY CARE PROJECT LIMITED",30,0,0,"Individual owned"
"741",741,"SBL CARESERVICES (UK) LTD",9,0,0,"Individual owned"
"742",742,"SEARCHLIGHT CARE SERVICES LIMITED",1,0,0,"Individual owned"
"743",743,"SEASHELL TRUST",0,0,0,"Corporate owned"
"744",744,"SEASIDE CARE HOMES LIMITED",0,2322,0,"Investment owned"
"745",745,"SEMI-INDEPENDENT HOUSE LIMITED",0,0,0,"Corporate owned"
"746",746,"SEN TRUST SOUTHEND",1,0,0,"Individual owned"
"747",747,"SENAD LIMITED",0,0,72,"LA owned company"
"748",748,"SERENITY CARE HOMES LTD",30,0,0,"Individual owned"
"749",749,"SERENITY SPECIALIST CARE LIMITED",27648,0,0,"Individual owned"
"750",750,"SES AVOCET LIMITED",0,234,0,"Investment owned"
"751",751,"SES TURNSTONE LIMITED",0,234,0,"Investment owned"
"752",752,"SEVA CHILDCARE LTD",6,0,0,"Individual owned"
"753",753,"SHALAMAR CHILDREN LIMITED",16,0,0,"Individual owned"
"754",754,"SHERICO CARE SERVICES LIMITED",9,0,0,"Individual owned"
"755",755,"SHERLOCK HEALTHCARE SERVICES LTD",6,0,0,"Individual owned"
"756",756,"SHYNE TOGETHER LIMITED",9,0,0,"Individual owned"
"757",757,"SKYLINE CHILD CARE LIMITED",12,0,0,"Individual owned"
"758",758,"SLOUGH CHILDREN FIRST LIMITED",0,0,2,"LA owned company"
"759",759,"SMARTCARE SERVICES LIMITED",6,0,0,"Individual owned"
"760",760,"SMOOTH STONE CARE AND EDUCATION LIMITED",90,60,0,"Investment owned"
"761",761,"SOCIAL CARE SERVICES (CLAYTON) LIMITED",25,0,0,"Individual owned"
"762",762,"SOCIAL CARE SERVICES LIMITED",31250,0,0,"Individual owned"
"763",763,"SOLACE CARE 7KINGS LTD",0,0,0,"Corporate owned"
"764",764,"SOLACE CARE CLAYHALL LTD",0,0,0,"Corporate owned"
"765",765,"SOLACE CARE PARTNERS LTD",0,0,0,"Corporate owned"
"766",766,"SOLACE CARE REDBRIDGE LTD",0,0,0,"Corporate owned"
"767",767,"SOLACE FOR CHILDREN LIMITED",0,0,0,"Corporate owned"
"768",768,"SOLENT CHILD CARE LIMITED",136,0,0,"Individual owned"
"769",769,"SOLID GLOBAL LIMITED",4,0,0,"Individual owned"
"770",770,"SOLO INDEPENDENT LIVING ADOLESCENT CARE SERVICES LTD",3,0,0,"Individual owned"
"771",771,"SOTERIA HOUSE LIMITED",0,0,0,"Corporate owned"
"772",772,"SOUTH WEST CHILDCARE SERVICES LTD",0,33072,0,"Investment owned"
"773",773,"SOUTH WEST COMPLEX CARE SERVICES LTD",0,0,0,"Corporate owned"
"774",774,"SOUTHEND-ON-SEA YOUNG MEN'S CHRISTIAN ASSOCIATION",0,0,0,"Corporate owned"
"775",775,"SOUTHERN ADOLESCENT CARE SERVICES LTD",0,5088,0,"Investment owned"
"776",776,"SOZO CARE HOMES LIMITED",3,0,0,"Individual owned"
"777",777,"SPARK OF GENIUS NORTH EAST LLP",0,180,0,"Investment owned"
"778",778,"SPORTFIT SUPPORT SERVICES LIMITED",0,708,0,"Investment owned"
"779",779,"SPRING MEADOW CHILDRENS HOME LTD",6,0,0,"Individual owned"
"780",780,"SPRINGFIELD ROAD CHILDRENS HOMES LTD",4,0,0,"Individual owned"
"781",781,"ST CUTHBERT'S CARE",3,0,0,"Individual owned"
"782",782,"ST ELIZABETH'S CENTRE",0,0,0,"Corporate owned"
"783",783,"ST HILL ESTABLISHMENTS LTD",4,0,0,"Individual owned"
"784",784,"ST JOSEPH'S SPECIALIST TRUST",0,0,0,"Corporate owned"
"785",785,"ST. CASPIAN CARE LIMITED",192,0,0,"Individual owned"
"786",786,"ST.CHRISTOPHERS FELLOWSHIP",0,0,0,"Corporate owned"
"787",787,"STANFIELD CARE SERVICES LIMITED",4,0,0,"Individual owned"
"788",788,"STEP UP CHILDREN AND FAMILY SERVICES LIMITED",6,0,0,"Individual owned"
"789",789,"STEP-A-SIDE COMPANY LIMITED",0,0,0,"Corporate owned"
"790",790,"STEPPING STONES CARE (MIDLANDS) LIMITED",0,0,0,"Corporate owned"
"791",791,"STEPPING STONES CARE LIMITED",0,0,0,"Corporate owned"
"792",792,"STEPPING STONES CHILDREN'S SERVICES LTD",32,0,0,"Individual owned"
"793",793,"STEPPING STONES CHILDRENS HOMES LIMITED",16,0,0,"Individual owned"
"794",794,"STEPS 4 LIFE CARE LTD",6,0,0,"Individual owned"
"795",795,"STONE LAKE LONDON LIMITED",1,0,0,"Individual owned"
"796",796,"STRENGTHENING SUPPORT SERVICES LTD",1,0,0,"Individual owned"
"797",797,"STRIVE AND SUCCEED LTD",20,0,0,"Individual owned"
"798",798,"STRIVE TO CARE LTD",6,0,0,"Individual owned"
"799",799,"STRODE PARK FOUNDATION FOR PEOPLE WITH DISABILITIES",0,0,0,"Corporate owned"
"800",800,"SUNBRIDGE CHILDCARE LTD",8,0,0,"Individual owned"
"801",801,"SUNDERLAND CARE AND SUPPORT LIMITED",0,0,108,"LA owned company"
"802",802,"SUNFIELD CHILDRENS HOMES LIMITED",0,0,0,"Corporate owned"
"803",803,"SUNLIGHT CHILDREN'S CARE LIMITED",6,0,0,"Individual owned"
"804",804,"SUNRISE HILL CARE LTD",24,0,0,"Individual owned"
"805",805,"SUPERCARE HOLDINGS LTD",8,0,0,"Individual owned"
"806",806,"SUPPORT AND SUSTAIN CARE LTD",6,0,0,"Individual owned"
"807",807,"SUPPORTING FUTURES LIMITED",0,0,0,"Corporate owned"
"808",808,"SUPPORTING HANDS CARE SERVICES LTD",15,0,0,"Individual owned"
"809",809,"SUPREME CHILD CARE LTD",6,0,0,"Individual owned"
"810",810,"SURE STEPS SUPPORT SERVICES LTD",0,0,0,"Corporate owned"
"811",811,"SURECARE RESIDENTIAL LTD",0,0,0,"Corporate owned"
"812",812,"SUSSEX CHILDREN'S CARE LTD",12,0,0,"Individual owned"
"813",813,"SV CARE SERVICES LIMITED",64,0,0,"Individual owned"
"814",814,"SW EDUCATION & CARE LTD",6,0,0,"Individual owned"
"815",815,"SWAAY CHILD AND ADOLESCENT SERVICES LIMITED",0,0,0,"Corporate owned"
"816",816,"SWAN CHILDREN'S HOMES LTD",0,0,0,"Corporate owned"
"817",817,"SWAN COTTAGE LIMITED",1,0,0,"Individual owned"
"818",818,"T-JUNCTION CHILDRENS SERVICES LTD",30,0,0,"Individual owned"
"819",819,"T. HOW HOMELY LIMITED",6,0,0,"Individual owned"
"820",820,"TAB CARE AND SUPPORT LTD",16,0,0,"Individual owned"
"821",821,"TALBOT HOUSE CHILDREN'S CHARITY LIMITED",0,0,0,"Corporate owned"
"822",822,"TEEN-WORKS CARE LIMITED",16,0,0,"Individual owned"
"823",823,"TEES-VALLEY CARE LIMITED",6,0,0,"Individual owned"
"824",824,"THE AMICUS COMMUNITY ARUNDEL LIMITED",9,0,0,"Individual owned"
"825",825,"THE BEECHES UK LIMITED",0,0,0,"Corporate owned"
"826",826,"THE CALDECOTT FOUNDATION LIMITED",0,0,0,"Corporate owned"
"827",827,"THE CHARTWELL GROUP OF COMPANIES LIMITED",0,0,0,"Corporate owned"
"828",828,"THE CHILDREN'S TRUST",0,0,0,"Corporate owned"
"829",829,"THE CHILTERN CENTRE LIMITED",0,0,0,"Corporate owned"
"830",830,"THE CONGREGATION OF THE DAUGHTERS OF THE CROSS OF LIEGE",0,0,0,"Corporate owned"
"831",831,"THE CUCKFIELD CARE CONSULTANCY LIMITED",225,0,0,"Individual owned"
"832",832,"THE DRIVE CARE HOMES LIMITED",0,0,0,"Corporate owned"
"833",833,"THE FORGE (NUNEATON) LIMITED",0,6,0,"Investment owned"
"834",834,"THE GOOD SUPPORT GROUP LIMITED",0,0,8,"LA owned company"
"835",835,"THE HESLEY GROUP LIMITED",0,5936,0,"Investment owned"
"836",836,"THE JUBILEE HOUSE CARE TRUST LIMITED",0,0,0,"Corporate owned"
"837",837,"THE LODDON FOUNDATION LTD",0,0,0,"Corporate owned"
"838",838,"THE MULBERRY BUSH ORGANISATION LIMITED",0,0,0,"Corporate owned"
"839",839,"THE NATIONAL CENTRE FOR YOUNG PEOPLE WITH EPILEPSY CHARITABLE TRUST",0,0,0,"Corporate owned"
"840",840,"THE NORMAN LAUD ASSOCIATION",2,0,0,"Individual owned"
"841",841,"THE OPEN CARE GROUP LIMITED",6,0,0,"Individual owned"
"842",842,"THE PERCY HEDLEY FOUNDATION",0,0,0,"Corporate owned"
"843",843,"THE PLACE YOUNG PEOPLES COMPANY LIMITED",0,144,0,"Investment owned"
"844",844,"THE QALB SHORT BREAK SERVICES LTD",0,0,0,"Corporate owned"
"845",845,"THE ROSE ROAD ASSOCIATION",0,0,0,"Corporate owned"
"846",846,"THE RYES COLLEGE LIMITED",0,984,0,"Investment owned"
"847",847,"THE SENAD GROUP LIMITED",0,0,39,"LA owned company"
"848",848,"THE SERENDIPITY CENTRE LIMITED",0,0,0,"Corporate owned"
"849",849,"THE SHEILING SPECIAL EDUCATION TRUST",0,0,0,"Corporate owned"
"850",850,"THE SPRING CHILDREN'S AND TRANSITIONAL CARE LTD",3,0,0,"Individual owned"
"851",851,"THE TOGETHER TRUST",0,0,0,"Corporate owned"
"852",852,"THE VINE RESIDENTIAL SERVICES (TVRS) LTD",1,0,0,"Individual owned"
"853",853,"THERACARE HOMES LIMITED",9,0,0,"Individual owned"
"854",854,"THORNLEIGH CAMPHILL COMMUNITIES LIMITED",0,0,0,"Corporate owned"
"855",855,"THOUGHTS OF OTHERS LTD",15,0,0,"Individual owned"
"856",856,"THRIVE CHILDCARE SERVICES LTD",18,0,0,"Individual owned"
"857",857,"THUNDERBOLT MOBILE LIMITED",0,0,0,"Corporate owned"
"858",858,"TIMEOUT CHILDRENS HOMES LIMITED",0,0,0,"Corporate owned"
"859",859,"TJY CARE LTD",0,0,0,"Corporate owned"
"860",860,"TLC YOUTH CARE LIMITED",4,0,0,"Individual owned"
"861",861,"TOGETHER FOR CHILDREN SUNDERLAND LIMITED",0,0,2,"LA owned company"
"862",862,"TOTAL CARE MATTERS LTD",12,0,0,"Individual owned"
"863",863,"TRAUMA IN MIND LTD",28,0,0,"Individual owned"
"864",864,"TRAX MX LTD",1,0,0,"Individual owned"
"865",865,"TREASURE NEST LIMITED",9,0,0,"Individual owned"
"866",866,"TREEHOUSE CARE FOSTERING SOLUTIONS LIMITED",4,0,0,"Individual owned"
"867",867,"TREEHOUSE EDUCARE LIMITED",0,0,0,"Corporate owned"
"868",868,"TREETOPS CHILDREN'S HOMES LIMITED",0,0,0,"Corporate owned"
"869",869,"TRESSELL HOMES LTD",9,0,0,"Individual owned"
"870",870,"TRULY CARE SERVICES LTD",6,0,0,"Individual owned"
"871",871,"TULIP CARE ONE LIMITED",6,0,0,"Individual owned"
"872",872,"TULIP CARE TWO LIMITED",0,0,0,"Corporate owned"
"873",873,"TUTELAGE CARE BARKING LTD",0,0,0,"Corporate owned"
"874",874,"TUTELAGE CARE HATLEY LTD",0,0,0,"Corporate owned"
"875",875,"TUTELAGE CARE REDBRIDGE LTD",0,0,0,"Corporate owned"
"876",876,"UBUNTU GROUP LTD",0,0,0,"Corporate owned"
"877",877,"UNDERLEY SCHOOLS LIMITED",0,31360,0,"Investment owned"
"878",878,"UNION HOUSE NW LTD",4,0,0,"Individual owned"
"879",879,"UNIQUE CARE GROUP LTD",12,0,0,"Individual owned"
"880",880,"UNIQUE CARE HOMES SUPPORT LIMITED",0,0,0,"Corporate owned"
"881",881,"UNITED CHILDREN'S SERVICES LIMITED",0,0,0,"Corporate owned"
"882",882,"UNITY RESIDENTIAL CARE SERVICES LIMITED",0,1440,0,"Investment owned"
"883",883,"UNSEEN (UK)",0,0,0,"Corporate owned"
"884",884,"UTOPIA CHILDRENS SERVICES LIMITED",16,0,0,"Individual owned"
"885",885,"VCARE-24 LIMITED",0,0,0,"Corporate owned"
"886",886,"VERVE LIFE LIMITED",1,0,0,"Individual owned"
"887",887,"VIRTUE THERAPEUTIC CARE & EDUCATION (EAST SUSSEX) LIMITED",0,0,0,"Corporate owned"
"888",888,"VITA NOVA NE LTD",4,0,0,"Individual owned"
"889",889,"VITA SPIRIT LIMITED",8,0,0,"Individual owned"
"890",890,"VITALITY CARE RESIDENTIAL LIMITED",12,0,0,"Individual owned"
"891",891,"WATERMEAD CARE LTD",15,0,0,"Individual owned"
"892",892,"WE ARE BEAMS",0,0,0,"Corporate owned"
"893",893,"WE CARE BESPOKE LTD",9,0,0,"Individual owned"
"894",894,"WESSEX COLLEGE LIMITED",0,23520,0,"Investment owned"
"895",895,"WEST CUMBRIA CARE AND SUPPORT",0,0,0,"Corporate owned"
"896",896,"WESTGATE LIFESTYLE PROJECT LIMITED",4,0,0,"Individual owned"
"897",897,"WHAT'S OUT THERE LIMITED",15,0,0,"Individual owned"
"898",898,"WHITE LODGE CENTRE",0,0,0,"Corporate owned"
"899",899,"WHITE ORCHID CARE LIMITED",24,0,0,"Individual owned"
"900",900,"WHITE ORCHID MARSTON MORETAINE LIMITED",9,0,0,"Individual owned"
"901",901,"WILLCOB CARE LTD",6,0,0,"Individual owned"
"902",902,"WILLIAMS WELFARE LTD",9,0,0,"Individual owned"
"903",903,"WILLOW CARE GROUP LIMITED",144,0,0,"Individual owned"
"904",904,"WILLOW TREE CHILDREN'S SERVICES LTD",0,0,0,"Corporate owned"
"905",905,"WILLOWS (DEVON) LIMITED",18,0,0,"Individual owned"
"906",906,"WILLOWS 21 LTD",5,1,0,"Investment owned"
"907",907,"WILLOWS LULL",0,0,0,"Corporate owned"
"908",908,"WINDOWS FOR CHILDREN LIMITED",12,0,0,"Individual owned"
"909",909,"WINSBEACH CHILDREN'S HOME LIMITED",1,0,0,"Individual owned"
"910",910,"WINURTURE CHILDCARE LTD",20,0,0,"Individual owned"
"911",911,"WITHERSLACK GROUP LIMITED",0,290304,0,"Investment owned"
"912",912,"WITHERSLACK WILTSHIRE LIMITED",0,367872,0,"Investment owned"
"913",913,"WITHIN REACH SERVICES LIMITED",686,0,0,"Individual owned"
"914",914,"WOODFORD CHILDREN'S HOME LIMITED",0,0,0,"Corporate owned"
"915",915,"WOODFORD CHILDREN'S SERVICES LIMITED",0,0,0,"Corporate owned"
"916",916,"WOODSIDE HOUSE CARE LTD",12,0,0,"Individual owned"
"917",917,"WORCESTERSHIRE CHILDREN FIRST",0,0,3,"LA owned company"
"918",918,"WROTTESLEY CARE LIMITED",1,0,0,"Individual owned"
"919",919,"WYNFORD HOUSE LTD",3,0,0,"Individual owned"
"920",920,"WYNN HOMES LIMITED",8,0,0,"Individual owned"
"921",921,"XYP CHILDCARE LIMITED",16,0,0,"Individual owned"
"922",922,"YCH (NO.2) PLC",0,0,0,"Corporate owned"
"923",923,"YMCA LEICESTERSHIRE",0,0,0,"Corporate owned"
"924",924,"YMCA ROBIN HOOD GROUP",0,0,0,"Corporate owned"
"925",925,"YOUNG BIRCH LIMITED",768,0,0,"Individual owned"
"926",926,"YOUNG FOUNDATIONS LIMITED",0,0,0,"Corporate owned"
"927",927,"YOUR CHAPTER HOLDINGS LIMITED",180,180,0,"Investment owned"
"928",928,"YOUR CHAPTER LIMITED",0,576,0,"Investment owned"
"929",929,"ZONE CENTRAL LTD",6,0,0,"Individual owned"
